"","X","POVI","Date","HR","Tb_predict","Tb_obs"
"6079",6079,"POVI_43","2019-03-01",17,35.4,35
"6080",6080,"POVI_43","2019-03-01",18,34,33.5
"6081",6081,"POVI_43","2019-03-01",19,32.5,32
"6082",6082,"POVI_43","2019-03-01",20,31.9,31
"6083",6083,"POVI_43","2019-03-01",21,30.2,30
"6084",6084,"POVI_43","2019-03-01",22,29.1,28.5
"6085",6085,"POVI_43","2019-03-01",23,27.6,27.5
"6086",6086,"POVI_43","2019-03-02",0,26.6,26.5
"6087",6087,"POVI_43","2019-03-02",1,26.1,25.5
"6088",6088,"POVI_43","2019-03-02",2,26.8,25
"6089",6089,"POVI_43","2019-03-02",3,25.7,25
"6090",6090,"POVI_43","2019-03-02",4,25,24
"6091",6091,"POVI_43","2019-03-02",5,25.6,23.5
"6092",6092,"POVI_43","2019-03-02",6,27.2,23.5
"6093",6093,"POVI_43","2019-03-02",7,30.3,26
"6094",6094,"POVI_43","2019-03-02",8,32.8,28.5
"6095",6095,"POVI_43","2019-03-02",9,32.7,29.5
"6096",6096,"POVI_43","2019-03-02",10,36.2,31
"6097",6097,"POVI_43","2019-03-02",11,39,34
"6098",6098,"POVI_43","2019-03-02",12,37.3,36
"6099",6099,"POVI_43","2019-03-02",13,36.8,34
"6100",6100,"POVI_43","2019-03-02",14,37.1,34.5
"6101",6101,"POVI_43","2019-03-02",15,38.2,35
"6102",6102,"POVI_43","2019-03-02",16,36.6,35.5
"6103",6103,"POVI_43","2019-03-02",17,34.9,35
"6104",6104,"POVI_43","2019-03-02",18,31.4,33.5
"6105",6105,"POVI_43","2019-03-02",19,28.5,30.5
"6106",6106,"POVI_43","2019-03-02",20,25.8,28
"6107",6107,"POVI_43","2019-03-02",21,23.7,25
"6108",6108,"POVI_43","2019-03-02",22,23.1,23.5
"6109",6109,"POVI_43","2019-03-02",23,22.4,22.5
"6110",6110,"POVI_43","2019-03-03",0,22.1,21.5
"6111",6111,"POVI_43","2019-03-03",1,22.3,21
"6112",6112,"POVI_43","2019-03-03",2,23.1,21.5
"6113",6113,"POVI_43","2019-03-03",3,22.6,22
"6114",6114,"POVI_43","2019-03-03",4,23.5,22
"6115",6115,"POVI_43","2019-03-03",5,23.5,22.5
"6116",6116,"POVI_43","2019-03-03",6,25.2,22.5
"6117",6117,"POVI_43","2019-03-03",7,32,24
"6118",6118,"POVI_43","2019-03-03",8,36.3,29
"6119",6119,"POVI_43","2019-03-03",9,39.1,32
"6120",6120,"POVI_43","2019-03-03",10,40.6,34.5
"6121",6121,"POVI_43","2019-03-03",11,38.1,35.5
"6122",6122,"POVI_43","2019-03-03",12,39.4,36.5
"6123",6123,"POVI_43","2019-03-03",13,39.4,36
"6124",6124,"POVI_43","2019-03-03",14,38.5,37
"6125",6125,"POVI_43","2019-03-03",15,37.6,36
"6126",6126,"POVI_43","2019-03-03",16,39.8,35.5
"6127",6127,"POVI_43","2019-03-03",17,35.8,36
"6128",6128,"POVI_43","2019-03-03",18,33.4,33.5
"6129",6129,"POVI_43","2019-03-03",19,32.6,32
"6130",6130,"POVI_43","2019-03-03",20,31.6,31
"6131",6131,"POVI_43","2019-03-03",21,30.8,30
"6132",6132,"POVI_43","2019-03-03",22,29.5,29
"6133",6133,"POVI_43","2019-03-03",23,27.3,28
"6134",6134,"POVI_43","2019-03-04",0,25.4,26
"6135",6135,"POVI_43","2019-03-04",1,23.3,24
"6136",6136,"POVI_43","2019-03-04",2,21.6,22
"6137",6137,"POVI_43","2019-03-04",3,20.8,20.5
"6138",6138,"POVI_43","2019-03-04",4,22.8,19.5
"6139",6139,"POVI_43","2019-03-04",5,23.5,21.5
"6140",6140,"POVI_43","2019-03-04",6,24,22
"6141",6141,"POVI_43","2019-03-04",7,32.9,23
"6142",6142,"POVI_43","2019-03-04",8,32.1,30.5
"6143",6143,"POVI_43","2019-03-04",9,37.9,33
"6144",6144,"POVI_43","2019-03-04",10,36.4,36.5
"6145",6145,"POVI_43","2019-03-04",11,36.7,34.5
"6146",6146,"POVI_43","2019-03-04",12,37.6,34.5
"6147",6147,"POVI_43","2019-03-04",13,37.4,35.5
"6148",6148,"POVI_43","2019-03-04",14,40.2,35.5
"6149",6149,"POVI_43","2019-03-04",15,38.7,38
"6150",6150,"POVI_43","2019-03-04",16,37.6,37.5
"6151",6151,"POVI_43","2019-03-04",17,36.1,36
"6152",6152,"POVI_43","2019-03-04",18,33.9,34.5
"6153",6153,"POVI_43","2019-03-04",19,31.2,32.5
"6154",6154,"POVI_43","2019-03-04",20,29.3,30.5
"6155",6155,"POVI_43","2019-03-04",21,26.7,28.5
"6156",6156,"POVI_43","2019-03-04",22,25.4,26.5
"6157",6157,"POVI_43","2019-03-04",23,23.3,25
"6158",6158,"POVI_43","2019-03-05",0,21.8,22.5
"6159",6159,"POVI_43","2019-03-05",1,21,21
"6160",6160,"POVI_43","2019-03-05",2,19.8,20
"6161",6161,"POVI_43","2019-03-05",3,18.9,19
"6162",6162,"POVI_43","2019-03-05",4,18.2,18
"6163",6163,"POVI_43","2019-03-05",5,17.9,17.5
"6164",6164,"POVI_43","2019-03-05",6,20.4,17
"6165",6165,"POVI_43","2019-03-05",7,29,19.5
"6166",6166,"POVI_43","2019-03-05",8,35.2,26.5
"6167",6167,"POVI_43","2019-03-05",9,38.4,32
"6168",6168,"POVI_43","2019-03-05",10,39.1,35
"6169",6169,"POVI_43","2019-03-05",11,39.3,35.5
"6170",6170,"POVI_43","2019-03-05",12,40.3,36.5
"6171",6171,"POVI_43","2019-03-05",13,39.9,37.5
"6172",6172,"POVI_43","2019-03-05",14,40.2,37
"6173",6173,"POVI_43","2019-03-05",15,39.2,37.5
"6174",6174,"POVI_43","2019-03-05",16,39.4,37
"6175",6175,"POVI_43","2019-03-05",17,38,37
"6176",6176,"POVI_43","2019-03-05",18,36,36.5
"6177",6177,"POVI_43","2019-03-05",19,33.4,34
"6178",6178,"POVI_43","2019-03-05",20,31.8,32
"6179",6179,"POVI_43","2019-03-05",21,29.5,30
"6180",6180,"POVI_43","2019-03-05",22,27.4,28
"6181",6181,"POVI_43","2019-03-05",23,26.5,26
"6182",6182,"POVI_43","2019-03-06",0,25.3,25
"6183",6183,"POVI_43","2019-03-06",1,25,24
"6184",6184,"POVI_43","2019-03-06",2,24.6,23.5
"6185",6185,"POVI_43","2019-03-06",3,24.3,23
"6186",6186,"POVI_43","2019-03-06",4,24.9,22.5
"6187",6187,"POVI_43","2019-03-06",5,24.8,23
"6188",6188,"POVI_43","2019-03-06",6,28,23
"6189",6189,"POVI_43","2019-03-06",7,31.1,25
"6190",6190,"POVI_43","2019-03-06",8,36.2,28.5
"6191",6191,"POVI_43","2019-03-06",9,38,34
"6192",6192,"POVI_43","2019-03-06",10,39.5,36
"6193",6193,"POVI_43","2019-03-06",11,41.3,36.5
"6194",6194,"POVI_43","2019-03-06",12,41.5,38
"6195",6195,"POVI_43","2019-03-06",13,42.2,39
"6196",6196,"POVI_43","2019-03-06",14,42,39
"6197",6197,"POVI_43","2019-03-06",15,43.1,39.5
"6198",6198,"POVI_43","2019-03-06",16,40.9,40
"6199",6199,"POVI_43","2019-03-06",17,39.9,38.5
"6200",6200,"POVI_43","2019-03-06",18,37.8,38
"6201",6201,"POVI_43","2019-03-06",19,35,35.5
"6202",6202,"POVI_43","2019-03-06",20,32.7,33
"6203",6203,"POVI_43","2019-03-06",21,30.4,30.5
"6204",6204,"POVI_43","2019-03-06",22,28.7,29
"6205",6205,"POVI_43","2019-03-06",23,26.9,27
"6206",6206,"POVI_43","2019-03-07",0,26,25.5
"6207",6207,"POVI_43","2019-03-07",1,24.8,24.5
"6208",6208,"POVI_43","2019-03-07",2,23.5,23.5
"6209",6209,"POVI_43","2019-03-07",3,22.4,22
"6210",6210,"POVI_43","2019-03-07",4,21.3,21.5
"6211",6211,"POVI_43","2019-03-07",5,21.1,20.5
"6212",6212,"POVI_43","2019-03-07",6,21.7,20
"6213",6213,"POVI_43","2019-03-07",7,29.8,21
"6214",6214,"POVI_43","2019-03-07",8,33.6,26.5
"6215",6215,"POVI_43","2019-03-07",9,35.1,30.5
"6216",6216,"POVI_43","2019-03-07",10,34.6,33
"6217",6217,"POVI_43","2019-03-07",11,33.5,32
"6218",6218,"POVI_43","2019-03-07",12,39.5,32
"6219",6219,"POVI_43","2019-03-07",13,38,35
"6220",6220,"POVI_43","2019-03-07",14,36.8,35
"6221",6221,"POVI_43","2019-03-07",15,36.2,34.5
"6222",6222,"POVI_43","2019-03-07",16,37.8,35.5
"6223",6223,"POVI_43","2019-03-07",17,37.5,35.5
"6224",6224,"POVI_43","2019-03-07",18,34.3,34.5
"6225",6225,"POVI_43","2019-03-07",19,32.5,NA
"6226",6226,"POVI_43","2019-03-07",20,31.8,NA
"6227",6227,"POVI_43","2019-03-07",21,31.3,NA
"6228",6228,"POVI_45","2019-01-25",10,44.1,NA
"6229",6229,"POVI_45","2019-01-25",11,44.3,NA
"6230",6230,"POVI_45","2019-01-25",12,45.8,NA
"6231",6231,"POVI_45","2019-01-25",13,47.1,NA
"6232",6232,"POVI_45","2019-01-25",14,48.3,NA
"6233",6233,"POVI_45","2019-01-25",15,46.9,NA
"6234",6234,"POVI_45","2019-01-25",16,47,NA
"6235",6235,"POVI_45","2019-01-25",17,45,NA
"6236",6236,"POVI_45","2019-01-25",18,43.4,NA
"6237",6237,"POVI_45","2019-01-25",19,39.6,NA
"6238",6238,"POVI_45","2019-01-25",20,37.8,NA
"6239",6239,"POVI_45","2019-01-25",21,36.2,NA
"6240",6240,"POVI_45","2019-01-25",22,37.7,NA
"6241",6241,"POVI_45","2019-01-25",23,37.7,NA
"6242",6242,"POVI_45","2019-01-26",0,37.2,35.5
"6243",6243,"POVI_45","2019-01-26",1,36.7,35
"6244",6244,"POVI_45","2019-01-26",2,36.2,34.5
"6245",6245,"POVI_45","2019-01-26",3,35,33.5
"6246",6246,"POVI_45","2019-01-26",4,33.9,33
"6247",6247,"POVI_45","2019-01-26",5,33.1,32
"6248",6248,"POVI_45","2019-01-26",6,38,30.5
"6249",6249,"POVI_45","2019-01-26",7,39.6,34
"6250",6250,"POVI_45","2019-01-26",8,40.3,36.5
"6251",6251,"POVI_45","2019-01-26",9,40.1,36.5
"6252",6252,"POVI_45","2019-01-26",10,40.2,36.5
"6253",6253,"POVI_45","2019-01-26",11,40,36.5
"6254",6254,"POVI_45","2019-01-26",12,39.9,36.5
"6255",6255,"POVI_45","2019-01-26",13,39.9,36.5
"6256",6256,"POVI_45","2019-01-26",14,39.9,36.5
"6257",6257,"POVI_45","2019-01-26",15,39.9,36.5
"6258",6258,"POVI_45","2019-01-26",16,39.9,36.5
"6259",6259,"POVI_45","2019-01-26",17,41.4,36.5
"6260",6260,"POVI_45","2019-01-26",18,43.3,39.5
"6261",6261,"POVI_45","2019-01-26",19,41.7,40.5
"6262",6262,"POVI_45","2019-01-26",20,39.6,38.5
"6263",6263,"POVI_45","2019-01-26",21,36.5,37
"6264",6264,"POVI_45","2019-01-26",22,35.1,34.5
"6265",6265,"POVI_45","2019-01-26",23,35.8,33
"6266",6266,"POVI_45","2019-01-27",0,37.1,33
"6267",6267,"POVI_45","2019-01-27",1,37.2,34
"6268",6268,"POVI_45","2019-01-27",2,36.6,34
"6269",6269,"POVI_45","2019-01-27",3,35.4,33.5
"6270",6270,"POVI_45","2019-01-27",4,34.9,32.5
"6271",6271,"POVI_45","2019-01-27",5,34.1,32
"6272",6272,"POVI_45","2019-01-27",6,38.6,31.5
"6273",6273,"POVI_45","2019-01-27",7,39.3,35
"6274",6274,"POVI_45","2019-01-27",8,39.8,36
"6275",6275,"POVI_45","2019-01-27",9,39.9,36
"6276",6276,"POVI_45","2019-01-27",10,39.9,36.5
"6277",6277,"POVI_45","2019-01-27",11,39.9,36.5
"6278",6278,"POVI_45","2019-01-27",12,39.9,36.5
"6279",6279,"POVI_45","2019-01-27",13,39.9,36.5
"6280",6280,"POVI_45","2019-01-27",14,39.9,36.5
"6281",6281,"POVI_45","2019-01-27",15,39.9,36.5
"6282",6282,"POVI_45","2019-01-27",16,40.4,36.5
"6283",6283,"POVI_45","2019-01-27",17,43.4,38
"6284",6284,"POVI_45","2019-01-27",18,41.8,40.5
"6285",6285,"POVI_45","2019-01-27",19,39.5,38.5
"6286",6286,"POVI_45","2019-01-27",20,38.7,36.5
"6287",6287,"POVI_45","2019-01-27",21,37.6,35.5
"6288",6288,"POVI_45","2019-01-27",22,36.9,35
"6289",6289,"POVI_45","2019-01-27",23,35.6,34
"6290",6290,"POVI_45","2019-01-28",0,34,33
"6291",6291,"POVI_45","2019-01-28",1,30.7,31.5
"6292",6292,"POVI_45","2019-01-28",2,29.6,29
"6293",6293,"POVI_45","2019-01-28",3,29.3,27.5
"6294",6294,"POVI_45","2019-01-28",4,28.7,27
"6295",6295,"POVI_45","2019-01-28",5,31.5,26.5
"6296",6296,"POVI_45","2019-01-28",6,34.7,30
"6297",6297,"POVI_45","2019-01-28",7,38.2,32
"6298",6298,"POVI_45","2019-01-28",8,39.7,35.5
"6299",6299,"POVI_45","2019-01-28",9,39.8,36
"6300",6300,"POVI_45","2019-01-28",10,39.9,36.5
"6301",6301,"POVI_45","2019-01-28",11,39.9,36.5
"6302",6302,"POVI_45","2019-01-28",12,39.9,36.5
"6303",6303,"POVI_45","2019-01-28",13,39.7,36.5
"6304",6304,"POVI_45","2019-01-28",14,39.6,36.5
"6305",6305,"POVI_45","2019-01-28",15,39.8,36
"6306",6306,"POVI_45","2019-01-28",16,40.5,36
"6307",6307,"POVI_45","2019-01-28",17,42.7,37
"6308",6308,"POVI_45","2019-01-28",18,41.1,39.5
"6309",6309,"POVI_45","2019-01-28",19,39.4,38
"6310",6310,"POVI_45","2019-01-28",20,37.9,36
"6311",6311,"POVI_45","2019-01-28",21,36.8,34.5
"6312",6312,"POVI_45","2019-01-28",22,35.7,33.5
"6313",6313,"POVI_45","2019-01-28",23,34.5,32.5
"6314",6314,"POVI_45","2019-01-29",0,34.6,31.5
"6315",6315,"POVI_45","2019-01-29",1,34.2,31.5
"6316",6316,"POVI_45","2019-01-29",2,33.5,31.5
"6317",6317,"POVI_45","2019-01-29",3,32.5,30.5
"6318",6318,"POVI_45","2019-01-29",4,31.6,30
"6319",6319,"POVI_45","2019-01-29",5,31.7,29
"6320",6320,"POVI_45","2019-01-29",6,34,30
"6321",6321,"POVI_45","2019-01-29",7,37.4,31.5
"6322",6322,"POVI_45","2019-01-29",8,39.3,35
"6323",6323,"POVI_45","2019-01-29",9,39.6,36
"6324",6324,"POVI_45","2019-01-29",10,39.8,36
"6325",6325,"POVI_45","2019-01-29",11,39.9,36.5
"6326",6326,"POVI_45","2019-01-29",12,39.8,36.5
"6327",6327,"POVI_45","2019-01-29",13,39.4,36
"6328",6328,"POVI_45","2019-01-29",14,39.5,36
"6329",6329,"POVI_45","2019-01-29",15,39.4,36
"6330",6330,"POVI_45","2019-01-29",16,39.3,36
"6331",6331,"POVI_45","2019-01-29",17,40.2,36
"6332",6332,"POVI_45","2019-01-29",18,37.8,37
"6333",6333,"POVI_45","2019-01-29",19,35.8,34.5
"6334",6334,"POVI_45","2019-01-29",20,34.9,33
"6335",6335,"POVI_45","2019-01-29",21,33.1,32
"6336",6336,"POVI_45","2019-01-29",22,31.7,30.5
"6337",6337,"POVI_45","2019-01-29",23,31.3,29.5
"6338",6338,"POVI_45","2019-01-30",0,32.4,29
"6339",6339,"POVI_45","2019-01-30",1,27.7,30
"6340",6340,"POVI_45","2019-01-30",2,27.7,25.5
"6341",6341,"POVI_45","2019-01-30",3,28.7,26
"6342",6342,"POVI_45","2019-01-30",4,28.7,26.5
"6343",6343,"POVI_45","2019-01-30",5,29.2,26.5
"6344",6344,"POVI_45","2019-01-30",6,32,26.5
"6345",6345,"POVI_45","2019-01-30",7,34.5,29.5
"6346",6346,"POVI_45","2019-01-30",8,36.7,31.5
"6347",6347,"POVI_45","2019-01-30",9,41.7,33.5
"6348",6348,"POVI_45","2019-01-30",10,36.2,37.5
"6349",6349,"POVI_45","2019-01-30",11,42.5,33
"6350",6350,"POVI_45","2019-01-30",12,41.9,38
"6351",6351,"POVI_45","2019-01-30",13,39.8,38
"6352",6352,"POVI_45","2019-01-30",14,34.9,36.5
"6353",6353,"POVI_45","2019-01-30",15,34.7,33.5
"6354",6354,"POVI_45","2019-01-30",16,33.8,31.5
"6355",6355,"POVI_45","2019-01-30",17,32.7,30.5
"6356",6356,"POVI_45","2019-01-30",18,31.4,30
"6357",6357,"POVI_45","2019-01-30",19,29.6,28.5
"6358",6358,"POVI_45","2019-01-30",20,24.5,27
"6359",6359,"POVI_45","2019-01-30",21,24.8,24
"6360",6360,"POVI_45","2019-01-30",22,24.3,24
"6361",6361,"POVI_45","2019-01-30",23,23.3,23.5
"6362",6362,"POVI_45","2019-01-31",0,22.9,21.5
"6363",6363,"POVI_45","2019-01-31",1,23.5,21
"6364",6364,"POVI_45","2019-01-31",2,24,21.5
"6365",6365,"POVI_45","2019-01-31",3,24,21.5
"6366",6366,"POVI_45","2019-01-31",4,23.5,21.5
"6367",6367,"POVI_45","2019-01-31",5,23.5,21.5
"6368",6368,"POVI_45","2019-01-31",6,24.1,21.5
"6369",6369,"POVI_45","2019-01-31",7,25.4,22
"6370",6370,"POVI_45","2019-01-31",8,28.1,23.5
"6371",6371,"POVI_45","2019-01-31",9,34.9,27.5
"6372",6372,"POVI_45","2019-01-31",10,44.5,32
"6373",6373,"POVI_45","2019-01-31",11,45.4,36.5
"6374",6374,"POVI_45","2019-01-31",12,38.1,37.5
"6375",6375,"POVI_45","2019-01-31",13,36.7,35
"6376",6376,"POVI_45","2019-01-31",14,36.8,33.5
"6377",6377,"POVI_45","2019-01-31",15,39,33.5
"6378",6378,"POVI_45","2019-01-31",16,37.6,35.5
"6379",6379,"POVI_45","2019-01-31",17,35.5,34.5
"6380",6380,"POVI_45","2019-01-31",18,34.3,32.5
"6381",6381,"POVI_45","2019-01-31",19,31.6,31
"6382",6382,"POVI_45","2019-01-31",20,30.2,29
"6383",6383,"POVI_45","2019-01-31",21,29,28
"6384",6384,"POVI_45","2019-01-31",22,28.7,27
"6385",6385,"POVI_45","2019-01-31",23,28.8,26.5
"6386",6386,"POVI_45","2019-02-01",0,27.7,26.5
"6387",6387,"POVI_45","2019-02-01",1,27.4,25.5
"6388",6388,"POVI_45","2019-02-01",2,27.7,25
"6389",6389,"POVI_45","2019-02-01",3,27.7,25
"6390",6390,"POVI_45","2019-02-01",4,27.9,25
"6391",6391,"POVI_45","2019-02-01",5,28,25
"6392",6392,"POVI_45","2019-02-01",6,29.2,25.5
"6393",6393,"POVI_45","2019-02-01",7,31.4,26.5
"6394",6394,"POVI_45","2019-02-01",8,35.1,28.5
"6395",6395,"POVI_45","2019-02-01",9,40.6,32
"6396",6396,"POVI_45","2019-02-01",10,36.8,35.5
"6397",6397,"POVI_45","2019-02-01",11,37.3,33.5
"6398",6398,"POVI_45","2019-02-01",12,37.2,33
"6399",6399,"POVI_45","2019-02-01",13,38,33.5
"6400",6400,"POVI_45","2019-02-01",14,38.4,34
"6401",6401,"POVI_45","2019-02-01",15,38.6,34.5
"6402",6402,"POVI_45","2019-02-01",16,38.6,34.5
"6403",6403,"POVI_45","2019-02-01",17,39,35.5
"6404",6404,"POVI_45","2019-02-01",18,37.4,36
"6405",6405,"POVI_45","2019-02-01",19,37.6,34.5
"6406",6406,"POVI_45","2019-02-01",20,37.3,34.5
"6407",6407,"POVI_45","2019-02-01",21,36.8,34
"6408",6408,"POVI_45","2019-02-01",22,36.2,34
"6409",6409,"POVI_45","2019-02-01",23,35,33
"6410",6410,"POVI_45","2019-02-02",0,34.1,32.5
"6411",6411,"POVI_45","2019-02-02",1,33.5,31.5
"6412",6412,"POVI_45","2019-02-02",2,32.5,31
"6413",6413,"POVI_45","2019-02-02",3,31.8,30.5
"6414",6414,"POVI_45","2019-02-02",4,31.2,29.5
"6415",6415,"POVI_45","2019-02-02",5,31,29
"6416",6416,"POVI_45","2019-02-02",6,31.8,29
"6417",6417,"POVI_45","2019-02-02",7,37,29
"6418",6418,"POVI_45","2019-02-02",8,36.9,33
"6419",6419,"POVI_45","2019-02-02",9,36.3,33.5
"6420",6420,"POVI_45","2019-02-02",10,37.2,33
"6421",6421,"POVI_45","2019-02-02",11,38.1,33
"6422",6422,"POVI_45","2019-02-02",12,39.1,34
"6423",6423,"POVI_45","2019-02-02",13,39.6,35
"6424",6424,"POVI_45","2019-02-02",14,39.9,35.5
"6425",6425,"POVI_45","2019-02-02",15,40.1,36
"6426",6426,"POVI_45","2019-02-02",16,40,36
"6427",6427,"POVI_45","2019-02-02",17,39.4,36.5
"6428",6428,"POVI_45","2019-02-02",18,38.2,36
"6429",6429,"POVI_45","2019-02-02",19,37.6,35.5
"6430",6430,"POVI_45","2019-02-02",20,36.6,35
"6431",6431,"POVI_45","2019-02-02",21,35.4,34
"6432",6432,"POVI_45","2019-02-02",22,34.7,33
"6433",6433,"POVI_45","2019-02-02",23,33.9,32.5
"6434",6434,"POVI_45","2019-02-03",0,32.9,32
"6435",6435,"POVI_45","2019-02-03",1,32.6,31
"6436",6436,"POVI_45","2019-02-03",2,32.2,30.5
"6437",6437,"POVI_45","2019-02-03",3,31.6,30
"6438",6438,"POVI_45","2019-02-03",4,31.1,29.5
"6439",6439,"POVI_45","2019-02-03",5,31,29.5
"6440",6440,"POVI_45","2019-02-03",6,31.5,29.5
"6441",6441,"POVI_45","2019-02-03",7,32.7,29
"6442",6442,"POVI_45","2019-02-03",8,34,30
"6443",6443,"POVI_45","2019-02-03",9,35.1,31
"6444",6444,"POVI_45","2019-02-03",10,36.7,31.5
"6445",6445,"POVI_45","2019-02-03",11,37.9,32.5
"6446",6446,"POVI_45","2019-02-03",12,38.9,33.5
"6447",6447,"POVI_45","2019-02-03",13,39.9,34.5
"6448",6448,"POVI_45","2019-02-03",14,40.5,35
"6449",6449,"POVI_45","2019-02-03",15,41.1,36
"6450",6450,"POVI_45","2019-02-03",16,41.4,36.5
"6451",6451,"POVI_45","2019-02-03",17,40.5,37
"6452",6452,"POVI_45","2019-02-03",18,39.7,37
"6453",6453,"POVI_45","2019-02-03",19,39.3,36.5
"6454",6454,"POVI_45","2019-02-03",20,38.9,36
"6455",6455,"POVI_45","2019-02-03",21,37.8,35.5
"6456",6456,"POVI_45","2019-02-03",22,36.9,35
"6457",6457,"POVI_45","2019-02-03",23,35.5,34.5
"6458",6458,"POVI_45","2019-02-04",0,34.6,33.5
"6459",6459,"POVI_45","2019-02-04",1,34.1,32.5
"6460",6460,"POVI_45","2019-02-04",2,33.5,32
"6461",6461,"POVI_45","2019-02-04",3,32.8,31.5
"6462",6462,"POVI_45","2019-02-04",4,32.4,31
"6463",6463,"POVI_45","2019-02-04",5,31.9,30.5
"6464",6464,"POVI_45","2019-02-04",6,31.9,30
"6465",6465,"POVI_45","2019-02-04",7,32.9,30.5
"6466",6466,"POVI_45","2019-02-04",8,34.2,30.5
"6467",6467,"POVI_45","2019-02-04",9,35.7,31
"6468",6468,"POVI_45","2019-02-04",10,37.3,32
"6469",6469,"POVI_45","2019-02-04",11,38.6,33
"6470",6470,"POVI_45","2019-02-04",12,39.6,34
"6471",6471,"POVI_45","2019-02-04",13,40.4,35
"6472",6472,"POVI_45","2019-02-04",14,41.2,35.5
"6473",6473,"POVI_45","2019-02-04",15,42,36.5
"6474",6474,"POVI_45","2019-02-04",16,42,37.5
"6475",6475,"POVI_45","2019-02-04",17,41.8,38
"6476",6476,"POVI_45","2019-02-04",18,40.9,38
"6477",6477,"POVI_45","2019-02-04",19,40.4,38
"6478",6478,"POVI_45","2019-02-04",20,39.1,37.5
"6479",6479,"POVI_45","2019-02-04",21,38,36.5
"6480",6480,"POVI_45","2019-02-04",22,36.3,35.5
"6481",6481,"POVI_45","2019-02-04",23,34.6,34.5
"6482",6482,"POVI_45","2019-02-05",0,33.7,33
"6483",6483,"POVI_45","2019-02-05",1,32.9,32
"6484",6484,"POVI_45","2019-02-05",2,32.4,31.5
"6485",6485,"POVI_45","2019-02-05",3,31.9,30.5
"6486",6486,"POVI_45","2019-02-05",4,31.5,30
"6487",6487,"POVI_45","2019-02-05",5,31.4,29.5
"6488",6488,"POVI_45","2019-02-05",6,32.9,30
"6489",6489,"POVI_45","2019-02-05",7,33.7,31
"6490",6490,"POVI_45","2019-02-05",8,34.9,31
"6491",6491,"POVI_45","2019-02-05",9,36.4,32
"6492",6492,"POVI_45","2019-02-05",10,37.3,33
"6493",6493,"POVI_45","2019-02-05",11,37.8,33.5
"6494",6494,"POVI_45","2019-02-05",12,38.5,34
"6495",6495,"POVI_45","2019-02-05",13,39.5,35
"6496",6496,"POVI_45","2019-02-05",14,40.7,35.5
"6497",6497,"POVI_45","2019-02-05",15,41.1,36.5
"6498",6498,"POVI_45","2019-02-05",16,40.4,37
"6499",6499,"POVI_45","2019-02-05",17,39.9,37
"6500",6500,"POVI_45","2019-02-05",18,39.3,36.5
"6501",6501,"POVI_45","2019-02-05",19,38,36.5
"6502",6502,"POVI_45","2019-02-05",20,37.4,35.5
"6503",6503,"POVI_45","2019-02-05",21,36.6,34.5
"6504",6504,"POVI_45","2019-02-05",22,36,34
"6505",6505,"POVI_45","2019-02-05",23,35.6,33.5
"6506",6506,"POVI_45","2019-02-06",0,35.1,33
"6507",6507,"POVI_45","2019-02-06",1,34.6,33
"6508",6508,"POVI_45","2019-02-06",2,34.2,32.5
"6509",6509,"POVI_45","2019-02-06",3,33.5,32
"6510",6510,"POVI_45","2019-02-06",4,33.3,31.5
"6511",6511,"POVI_45","2019-02-06",5,33.3,31
"6512",6512,"POVI_45","2019-02-06",6,34,31
"6513",6513,"POVI_45","2019-02-06",7,34.6,31.5
"6514",6514,"POVI_45","2019-02-06",8,35.1,32
"6515",6515,"POVI_45","2019-02-06",9,36,32
"6516",6516,"POVI_45","2019-02-06",10,36.7,32.5
"6517",6517,"POVI_45","2019-02-06",11,37.6,33
"6518",6518,"POVI_45","2019-02-06",12,38.2,34
"6519",6519,"POVI_45","2019-02-06",13,39.3,34.5
"6520",6520,"POVI_45","2019-02-06",14,39.4,35.5
"6521",6521,"POVI_45","2019-02-06",15,40.3,36
"6522",6522,"POVI_45","2019-02-06",16,40.3,36.5
"6523",6523,"POVI_45","2019-02-06",17,38.8,37
"6524",6524,"POVI_45","2019-02-06",18,37.8,36
"6525",6525,"POVI_45","2019-02-06",19,36.9,35
"6526",6526,"POVI_45","2019-02-06",20,36.8,34.5
"6527",6527,"POVI_45","2019-02-06",21,36.2,34
"6528",6528,"POVI_45","2019-02-06",22,35.6,34
"6529",6529,"POVI_45","2019-02-06",23,35.6,33.5
"6530",6530,"POVI_45","2019-02-07",0,35.2,33
"6531",6531,"POVI_45","2019-02-07",1,35.1,33
"6532",6532,"POVI_45","2019-02-07",2,34.2,32.5
"6533",6533,"POVI_45","2019-02-07",3,26.9,32
"6534",6534,"POVI_45","2019-02-07",4,26.8,25.5
"6535",6535,"POVI_45","2019-02-07",5,28.5,25.5
"6536",6536,"POVI_45","2019-02-07",6,29.3,26.5
"6537",6537,"POVI_45","2019-02-07",7,31.3,26.5
"6538",6538,"POVI_45","2019-02-07",8,34.5,28
"6539",6539,"POVI_45","2019-02-07",9,34.3,30.5
"6540",6540,"POVI_45","2019-02-07",10,36.5,31
"6541",6541,"POVI_45","2019-02-07",11,38,32.5
"6542",6542,"POVI_45","2019-02-07",12,38.3,34
"6543",6543,"POVI_45","2019-02-07",13,39.4,34.5
"6544",6544,"POVI_45","2019-02-07",14,40.5,35.5
"6545",6545,"POVI_45","2019-02-07",15,41.3,36.5
"6546",6546,"POVI_45","2019-02-07",16,41.6,37
