"","X","POVI","Date","HR","Tb_predict","Tb_obs"
"1666",1666,"POVI_18","2019-02-16",8,36.5,33.5
"1667",1667,"POVI_18","2019-02-16",9,40.5,36.5
"1668",1668,"POVI_18","2019-02-16",10,38.8,34.5
"1669",1669,"POVI_18","2019-02-16",11,39.7,35
"1670",1670,"POVI_18","2019-02-16",12,39.3,35
"1671",1671,"POVI_18","2019-02-16",13,39.7,35
"1672",1672,"POVI_18","2019-02-16",14,39.4,35
"1673",1673,"POVI_18","2019-02-16",15,38.7,34.5
"1674",1674,"POVI_18","2019-02-16",16,39.8,36
"1675",1675,"POVI_18","2019-02-16",17,40.9,37.5
"1676",1676,"POVI_18","2019-02-16",18,38.3,35.5
"1677",1677,"POVI_18","2019-02-16",19,36,33.5
"1678",1678,"POVI_18","2019-02-16",20,35.1,32.5
"1679",1679,"POVI_18","2019-02-16",21,33.7,31.5
"1680",1680,"POVI_18","2019-02-16",22,32.2,30
"1681",1681,"POVI_18","2019-02-16",23,30.3,28
"1682",1682,"POVI_18","2019-02-17",0,29.6,27.5
"1683",1683,"POVI_18","2019-02-17",1,29.2,26.5
"1684",1684,"POVI_18","2019-02-17",2,29.8,27
"1685",1685,"POVI_18","2019-02-17",3,29.5,27
"1686",1686,"POVI_18","2019-02-17",4,28.4,26
"1687",1687,"POVI_18","2019-02-17",5,27.1,25
"1688",1688,"POVI_18","2019-02-17",6,27.9,25
"1689",1689,"POVI_18","2019-02-17",7,35.8,31.5
"1690",1690,"POVI_18","2019-02-17",8,37.1,34
"1691",1691,"POVI_18","2019-02-17",9,36.7,34
"1692",1692,"POVI_18","2019-02-17",10,37.4,33.5
"1693",1693,"POVI_18","2019-02-17",11,38.2,34
"1694",1694,"POVI_18","2019-02-17",12,38.9,34.5
"1695",1695,"POVI_18","2019-02-17",13,40.3,35
"1696",1696,"POVI_18","2019-02-17",14,40.9,36
"1697",1697,"POVI_18","2019-02-17",15,41.3,36
"1698",1698,"POVI_18","2019-02-17",16,40.2,36
"1699",1699,"POVI_18","2019-02-17",17,38.7,35
"1700",1700,"POVI_18","2019-02-17",18,37.6,34
"1701",1701,"POVI_18","2019-02-17",19,35,32.5
"1702",1702,"POVI_18","2019-02-17",20,34.4,31.5
"1703",1703,"POVI_18","2019-02-17",21,32.6,30
"1704",1704,"POVI_18","2019-02-17",22,31.3,29
"1705",1705,"POVI_18","2019-02-17",23,29.5,27.5
"1706",1706,"POVI_18","2019-02-18",0,27.8,25.5
"1707",1707,"POVI_18","2019-02-18",1,27.5,25.5
"1708",1708,"POVI_18","2019-02-18",2,27,25
"1709",1709,"POVI_18","2019-02-18",3,25.7,24
"1710",1710,"POVI_18","2019-02-18",4,25,23
"1711",1711,"POVI_18","2019-02-18",5,24.5,22.5
"1712",1712,"POVI_18","2019-02-18",6,25.5,23.5
"1713",1713,"POVI_18","2019-02-18",7,31.5,29
"1714",1714,"POVI_18","2019-02-18",8,37.5,33.5
"1715",1715,"POVI_18","2019-02-18",9,37,33
"1716",1716,"POVI_18","2019-02-18",10,37.8,33
"1717",1717,"POVI_18","2019-02-18",11,38.3,34
"1718",1718,"POVI_18","2019-02-18",12,39.3,35
"1719",1719,"POVI_18","2019-02-18",13,40.6,35.5
"1720",1720,"POVI_18","2019-02-18",14,41.1,36
"1721",1721,"POVI_18","2019-02-18",15,41.5,36.5
"1722",1722,"POVI_18","2019-02-18",16,42,37
"1723",1723,"POVI_18","2019-02-18",17,41.7,38
"1724",1724,"POVI_18","2019-02-18",18,41.7,38.5
"1725",1725,"POVI_18","2019-02-18",19,38.2,35.5
"1726",1726,"POVI_18","2019-02-18",20,35.5,32.5
"1727",1727,"POVI_18","2019-02-18",21,33.3,30.5
"1728",1728,"POVI_18","2019-02-18",22,32.1,29.5
"1729",1729,"POVI_18","2019-02-18",23,30.6,28
"1730",1730,"POVI_18","2019-02-19",0,31.9,29
"1731",1731,"POVI_18","2019-02-19",1,32.1,29
"1732",1732,"POVI_18","2019-02-19",2,31.3,28.5
"1733",1733,"POVI_18","2019-02-19",3,30,27.5
"1734",1734,"POVI_18","2019-02-19",4,29.8,27
"1735",1735,"POVI_18","2019-02-19",5,27.8,25.5
"1736",1736,"POVI_18","2019-02-19",6,28,25
"1737",1737,"POVI_18","2019-02-19",7,34.6,30.5
"1738",1738,"POVI_18","2019-02-19",8,36.1,32.5
"1739",1739,"POVI_18","2019-02-19",9,36.5,32.5
"1740",1740,"POVI_18","2019-02-19",10,37.6,33.5
"1741",1741,"POVI_18","2019-02-19",11,38.7,34.5
"1742",1742,"POVI_18","2019-02-19",12,40.3,35.5
"1743",1743,"POVI_18","2019-02-19",13,41.6,37
"1744",1744,"POVI_18","2019-02-19",14,43.2,38
"1745",1745,"POVI_18","2019-02-19",15,43.8,39
"1746",1746,"POVI_18","2019-02-19",16,43.2,38.5
"1747",1747,"POVI_18","2019-02-19",17,42.8,38
"1748",1748,"POVI_18","2019-02-19",18,40.4,37.5
"1749",1749,"POVI_18","2019-02-19",19,38,35.5
"1750",1750,"POVI_18","2019-02-19",20,36.6,33.5
"1751",1751,"POVI_18","2019-02-19",21,34.7,32
"1752",1752,"POVI_18","2019-02-19",22,33.2,30.5
"1753",1753,"POVI_18","2019-02-19",23,31.6,29
"1754",1754,"POVI_18","2019-02-20",0,30.1,28
"1755",1755,"POVI_18","2019-02-20",1,28.5,26.5
"1756",1756,"POVI_18","2019-02-20",2,27.3,25.5
"1757",1757,"POVI_18","2019-02-20",3,26.1,24
"1758",1758,"POVI_18","2019-02-20",4,25.1,23
"1759",1759,"POVI_18","2019-02-20",5,24.3,22.5
"1760",1760,"POVI_18","2019-02-20",6,24.8,22.5
"1761",1761,"POVI_18","2019-02-20",7,34.2,29.5
"1762",1762,"POVI_18","2019-02-20",8,36.3,31.5
"1763",1763,"POVI_18","2019-02-20",9,33,29.5
"1764",1764,"POVI_18","2019-02-20",10,33.5,30
"1765",1765,"POVI_18","2019-02-20",11,34.1,31
"1766",1766,"POVI_18","2019-02-20",12,35.2,31.5
"1767",1767,"POVI_18","2019-02-20",13,36.7,32.5
"1768",1768,"POVI_18","2019-02-20",14,38.4,34
"1769",1769,"POVI_18","2019-02-20",15,39.3,34.5
"1770",1770,"POVI_18","2019-02-20",16,38.8,35
"1771",1771,"POVI_18","2019-02-20",17,37.2,34.5
"1772",1772,"POVI_18","2019-02-20",18,33.7,31.5
"1773",1773,"POVI_18","2019-02-20",19,30.8,29
"1774",1774,"POVI_18","2019-02-20",20,29.1,27.5
"1775",1775,"POVI_18","2019-02-20",21,27.7,26.5
"1776",1776,"POVI_18","2019-02-20",22,26.9,25.5
"1777",1777,"POVI_18","2019-02-20",23,26,25
"1778",1778,"POVI_18","2019-02-21",0,24.3,23.5
"1779",1779,"POVI_18","2019-02-21",1,24,23
"1780",1780,"POVI_18","2019-02-21",2,23.9,23
"1781",1781,"POVI_18","2019-02-21",3,23,22
"1782",1782,"POVI_18","2019-02-21",4,22.3,21.5
"1783",1783,"POVI_18","2019-02-21",5,21.8,21
"1784",1784,"POVI_18","2019-02-21",6,22.5,21
"1785",1785,"POVI_18","2019-02-21",7,26.2,23.5
"1786",1786,"POVI_18","2019-02-21",8,29.9,26.5
"1787",1787,"POVI_18","2019-02-21",9,31.4,28
"1788",1788,"POVI_18","2019-02-21",10,32.4,29
"1789",1789,"POVI_18","2019-02-21",11,32.9,29.5
"1790",1790,"POVI_18","2019-02-21",12,34.1,30.5
"1791",1791,"POVI_18","2019-02-21",13,35.5,31.5
"1792",1792,"POVI_18","2019-02-21",14,37.5,33
"1793",1793,"POVI_18","2019-02-21",15,38.3,34
"1794",1794,"POVI_18","2019-02-21",16,38.6,35.5
"1795",1795,"POVI_18","2019-02-21",17,37.9,35.5
"1796",1796,"POVI_18","2019-02-21",18,35.2,33
"1797",1797,"POVI_18","2019-02-21",19,32.1,29.5
"1798",1798,"POVI_18","2019-02-21",20,28.8,27
"1799",1799,"POVI_18","2019-02-21",21,26.9,25
"1800",1800,"POVI_18","2019-02-21",22,25.9,24
"1801",1801,"POVI_18","2019-02-21",23,26.2,24
"1802",1802,"POVI_18","2019-02-22",0,27.1,25
"1803",1803,"POVI_18","2019-02-22",1,27.3,25
"1804",1804,"POVI_18","2019-02-22",2,27.2,25
"1805",1805,"POVI_18","2019-02-22",3,27.3,25
"1806",1806,"POVI_18","2019-02-22",4,27,25
"1807",1807,"POVI_18","2019-02-22",5,26.6,24.5
"1808",1808,"POVI_18","2019-02-22",6,29.5,27
"1809",1809,"POVI_18","2019-02-22",7,36,30.5
"1810",1810,"POVI_18","2019-02-22",8,37.1,33.5
"1811",1811,"POVI_18","2019-02-22",9,37.4,33
"1812",1812,"POVI_18","2019-02-22",10,38.2,35
"1813",1813,"POVI_18","2019-02-22",11,41.2,37.5
"1814",1814,"POVI_18","2019-02-22",12,40.7,36.5
"1815",1815,"POVI_18","2019-02-22",13,41.6,37.5
"1816",1816,"POVI_18","2019-02-22",14,41.4,37.5
"1817",1817,"POVI_18","2019-02-22",15,41.9,38
"1818",1818,"POVI_18","2019-02-22",16,40.5,37
"1819",1819,"POVI_18","2019-02-22",17,38.7,35.5
"1820",1820,"POVI_18","2019-02-22",18,36.3,33.5
"1821",1821,"POVI_18","2019-02-22",19,34.6,31.5
"1822",1822,"POVI_18","2019-02-22",20,33.7,30.5
"1823",1823,"POVI_18","2019-02-22",21,32.3,29.5
"1824",1824,"POVI_18","2019-02-22",22,31.4,28.5
"1825",1825,"POVI_18","2019-02-22",23,31.2,28.5
"1826",1826,"POVI_18","2019-02-23",0,30.3,27.5
"1827",1827,"POVI_18","2019-02-23",1,29.2,26.5
"1828",1828,"POVI_18","2019-02-23",2,28.1,25.5
"1829",1829,"POVI_18","2019-02-23",3,27.2,24.5
"1830",1830,"POVI_18","2019-02-23",4,26.2,24
"1831",1831,"POVI_18","2019-02-23",5,24.9,22.5
"1832",1832,"POVI_18","2019-02-23",6,25,23
"1833",1833,"POVI_18","2019-02-23",7,30.6,27
"1834",1834,"POVI_18","2019-02-23",8,40,33
"1835",1835,"POVI_18","2019-02-23",9,41.2,34
"1836",1836,"POVI_18","2019-02-23",10,34.5,31.5
"1837",1837,"POVI_18","2019-02-23",11,35.2,32
"1838",1838,"POVI_18","2019-02-23",12,36.9,33.5
"1839",1839,"POVI_18","2019-02-23",13,37.7,34.5
"1840",1840,"POVI_18","2019-02-23",14,39.3,36
"1841",1841,"POVI_18","2019-02-23",15,38.9,36.5
"1842",1842,"POVI_18","2019-02-23",16,39,36.5
"1843",1843,"POVI_18","2019-02-23",17,37.2,34.5
"1844",1844,"POVI_18","2019-02-23",18,34.5,31.5
"1845",1845,"POVI_18","2019-02-23",19,32.6,30
"1846",1846,"POVI_18","2019-02-23",20,30.9,28
"1847",1847,"POVI_18","2019-02-23",21,29.8,27
"1848",1848,"POVI_18","2019-02-23",22,28.1,26
"1849",1849,"POVI_18","2019-02-23",23,26.3,24
"1850",1850,"POVI_18","2019-02-24",0,26,23.5
"1851",1851,"POVI_18","2019-02-24",1,27.3,24.5
"1852",1852,"POVI_18","2019-02-24",2,27.2,24.5
"1853",1853,"POVI_18","2019-02-24",3,26.7,24
"1854",1854,"POVI_18","2019-02-24",4,25.9,23.5
"1855",1855,"POVI_18","2019-02-24",5,25,22.5
"1856",1856,"POVI_18","2019-02-24",6,25.3,22.5
"1857",1857,"POVI_18","2019-02-24",7,30.6,26.5
"1858",1858,"POVI_18","2019-02-24",8,33.8,30
"1859",1859,"POVI_18","2019-02-24",9,36.9,33
"1860",1860,"POVI_18","2019-02-24",10,40.1,35
"1861",1861,"POVI_18","2019-02-24",11,38.1,35
"1862",1862,"POVI_18","2019-02-24",12,38.1,34.5
"1863",1863,"POVI_18","2019-02-24",13,38.6,35
"1864",1864,"POVI_18","2019-02-24",14,39.6,36
"1865",1865,"POVI_18","2019-02-24",15,40.1,37
"1866",1866,"POVI_18","2019-02-24",16,38.9,36
"1867",1867,"POVI_18","2019-02-24",17,37.1,34
"1868",1868,"POVI_18","2019-02-24",18,34,31.5
"1869",1869,"POVI_18","2019-02-24",19,31.6,29.5
"1870",1870,"POVI_18","2019-02-24",20,30.5,28.5
"1871",1871,"POVI_18","2019-02-24",21,28.6,27
"1872",1872,"POVI_18","2019-02-24",22,26.7,25
"1873",1873,"POVI_18","2019-02-24",23,26.7,24.5
"1874",1874,"POVI_18","2019-02-25",0,25.8,24
"1875",1875,"POVI_18","2019-02-25",1,24.9,23.5
"1876",1876,"POVI_18","2019-02-25",2,24.1,22.5
"1877",1877,"POVI_18","2019-02-25",3,24,22
"1878",1878,"POVI_18","2019-02-25",4,23,21.5
"1879",1879,"POVI_18","2019-02-25",5,21.7,20.5
"1880",1880,"POVI_18","2019-02-25",6,23.7,21
"1881",1881,"POVI_18","2019-02-25",7,31.8,28
"1882",1882,"POVI_18","2019-02-25",8,37.7,33
"1883",1883,"POVI_18","2019-02-25",9,35.8,32.5
"1884",1884,"POVI_18","2019-02-25",10,38.5,35.5
"1885",1885,"POVI_18","2019-02-25",11,40.3,36
"1886",1886,"POVI_18","2019-02-25",12,40.5,36.5
"1887",1887,"POVI_18","2019-02-25",13,39.5,36
"1888",1888,"POVI_18","2019-02-25",14,40.1,36.5
"1889",1889,"POVI_18","2019-02-25",15,40.4,36.5
"1890",1890,"POVI_18","2019-02-25",16,38.9,36
"1891",1891,"POVI_18","2019-02-25",17,38,35
"1892",1892,"POVI_18","2019-02-25",18,35.5,32.5
"1893",1893,"POVI_18","2019-02-25",19,33.7,31
"1894",1894,"POVI_18","2019-02-25",20,32.9,30
"1895",1895,"POVI_18","2019-02-25",21,31.9,29
"1896",1896,"POVI_18","2019-02-25",22,31.3,28.5
"1897",1897,"POVI_18","2019-02-25",23,30.2,27.5
"1898",1898,"POVI_18","2019-02-26",0,29.6,27
"1899",1899,"POVI_18","2019-02-26",1,28.5,26
"1900",1900,"POVI_18","2019-02-26",2,27,25
"1901",1901,"POVI_18","2019-02-26",3,25.1,23
"1902",1902,"POVI_18","2019-02-26",4,23.7,22
"1903",1903,"POVI_18","2019-02-26",5,22.9,21
"1904",1904,"POVI_18","2019-02-26",6,26.8,23
"1905",1905,"POVI_18","2019-02-26",7,36.7,31
"1906",1906,"POVI_18","2019-02-26",8,35.4,31.5
"1907",1907,"POVI_18","2019-02-26",9,36.8,32.5
"1908",1908,"POVI_18","2019-02-26",10,39.9,35.5
"1909",1909,"POVI_18","2019-02-26",11,40.8,35.5
"1910",1910,"POVI_18","2019-02-26",12,40.6,37
"1911",1911,"POVI_18","2019-02-26",13,42.4,37.5
"1912",1912,"POVI_18","2019-02-26",14,41.4,37
"1913",1913,"POVI_18","2019-02-26",15,40,36.5
"1914",1914,"POVI_18","2019-02-26",16,39.2,36
"1915",1915,"POVI_18","2019-02-26",17,37.7,34.5
"1916",1916,"POVI_18","2019-02-26",18,35.5,32.5
"1917",1917,"POVI_18","2019-02-26",19,34,31
"1918",1918,"POVI_18","2019-02-26",20,33.3,30
"1919",1919,"POVI_18","2019-02-26",21,32.4,29.5
"1920",1920,"POVI_18","2019-02-26",22,31.9,29
"1921",1921,"POVI_18","2019-02-26",23,31.1,28
"1922",1922,"POVI_18","2019-02-27",0,29.9,27
"1923",1923,"POVI_18","2019-02-27",1,28.4,26
"1924",1924,"POVI_18","2019-02-27",2,28.2,25.5
"1925",1925,"POVI_18","2019-02-27",3,27.7,25
"1926",1926,"POVI_18","2019-02-27",4,27.2,24.5
"1927",1927,"POVI_18","2019-02-27",5,26.6,24
"1928",1928,"POVI_18","2019-02-27",6,26.6,24
"1929",1929,"POVI_18","2019-02-27",7,28.2,25.5
"1930",1930,"POVI_18","2019-02-27",8,35.4,30.5
"1931",1931,"POVI_18","2019-02-27",9,38.6,35
"1932",1932,"POVI_18","2019-02-27",10,40.9,36.5
"1933",1933,"POVI_18","2019-02-27",11,38.9,36
"1934",1934,"POVI_18","2019-02-27",12,39.7,36
"1935",1935,"POVI_18","2019-02-27",13,40.5,37
"1936",1936,"POVI_18","2019-02-27",14,40.1,36.5
"1937",1937,"POVI_18","2019-02-27",15,42,38
"1938",1938,"POVI_18","2019-02-27",16,40.7,36.5
"1939",1939,"POVI_18","2019-02-27",17,37.6,34.5
"1940",1940,"POVI_18","2019-02-27",18,35.8,33
"1941",1941,"POVI_18","2019-02-27",19,34.3,31.5
"1942",1942,"POVI_18","2019-02-27",20,33.4,30.5
"1943",1943,"POVI_18","2019-02-27",21,32.4,29.5
"1944",1944,"POVI_18","2019-02-27",22,31.9,29
"1945",1945,"POVI_18","2019-02-27",23,31.6,28.5
"1946",1946,"POVI_18","2019-02-28",0,30.3,28
"1947",1947,"POVI_18","2019-02-28",1,29.7,27
"1948",1948,"POVI_18","2019-02-28",2,28.9,26.5
"1949",1949,"POVI_18","2019-02-28",3,27.2,25.5
"1950",1950,"POVI_18","2019-02-28",4,25.2,23.5
"1951",1951,"POVI_18","2019-02-28",5,24.8,23
"1952",1952,"POVI_18","2019-02-28",6,27.1,24.5
"1953",1953,"POVI_18","2019-02-28",7,37.3,31.5
"1954",1954,"POVI_18","2019-02-28",8,35.6,31.5
"1955",1955,"POVI_18","2019-02-28",9,37.1,33.5
"1956",1956,"POVI_18","2019-02-28",10,37.2,34
"1957",1957,"POVI_18","2019-02-28",11,38.2,34.5
"1958",1958,"POVI_18","2019-02-28",12,38.8,35.5
"1959",1959,"POVI_18","2019-02-28",13,38.6,35.5
"1960",1960,"POVI_18","2019-02-28",14,40.9,37.5
"1961",1961,"POVI_18","2019-02-28",15,38.9,35.5
"1962",1962,"POVI_18","2019-02-28",16,38.9,35.5
"1963",1963,"POVI_18","2019-02-28",17,36.5,33.5
"1964",1964,"POVI_18","2019-02-28",18,33.9,31.5
"1965",1965,"POVI_18","2019-02-28",19,32,30
"1966",1966,"POVI_18","2019-02-28",20,31.3,29
"1967",1967,"POVI_18","2019-02-28",21,30.2,28
"1968",1968,"POVI_18","2019-02-28",22,29.7,27.5
"1969",1969,"POVI_18","2019-02-28",23,28.3,26.5
"1970",1970,"POVI_18","2019-03-01",0,27.4,25.5
"1971",1971,"POVI_18","2019-03-01",1,25.5,24
"1972",1972,"POVI_18","2019-03-01",2,24.6,23
"1973",1973,"POVI_18","2019-03-01",3,23.9,22.5
"1974",1974,"POVI_18","2019-03-01",4,21.6,21
"1975",1975,"POVI_18","2019-03-01",5,20.3,19.5
"1976",1976,"POVI_18","2019-03-01",6,26.3,22
"1977",1977,"POVI_18","2019-03-01",7,28.9,25.5
"1978",1978,"POVI_18","2019-03-01",8,35.6,30.5
"1979",1979,"POVI_18","2019-03-01",9,35.7,32.5
"1980",1980,"POVI_18","2019-03-01",10,35.9,32.5
"1981",1981,"POVI_18","2019-03-01",11,37.6,33.5
"1982",1982,"POVI_18","2019-03-01",12,38,34
"1983",1983,"POVI_18","2019-03-01",13,38.8,35
"1984",1984,"POVI_18","2019-03-01",14,39.5,36
"1985",1985,"POVI_18","2019-03-01",15,40.1,36
"1986",1986,"POVI_18","2019-03-01",16,37.5,34
"1987",1987,"POVI_18","2019-03-01",17,36.4,33
"1988",1988,"POVI_18","2019-03-01",18,34.1,31
"1989",1989,"POVI_18","2019-03-01",19,32.9,30
"1990",1990,"POVI_18","2019-03-01",20,31.9,29
"1991",1991,"POVI_18","2019-03-01",21,30.1,28
"1992",1992,"POVI_18","2019-03-01",22,28.3,27
"1993",1993,"POVI_18","2019-03-01",23,26.8,25.5
"1994",1994,"POVI_18","2019-03-02",0,25.8,24.5
"1995",1995,"POVI_18","2019-03-02",1,26.1,24
"1996",1996,"POVI_18","2019-03-02",2,26.5,24.5
"1997",1997,"POVI_18","2019-03-02",3,24.9,23.5
"1998",1998,"POVI_18","2019-03-02",4,24.5,23
"1999",1999,"POVI_18","2019-03-02",5,24.8,23
"2000",2000,"POVI_18","2019-03-02",6,28.6,25
"2001",2001,"POVI_18","2019-03-02",7,33.7,29
"2002",2002,"POVI_18","2019-03-02",8,36.5,30.5
"2003",2003,"POVI_18","2019-03-02",9,35.8,32
"2004",2004,"POVI_18","2019-03-02",10,37.6,33
"2005",2005,"POVI_18","2019-03-02",11,37,33
"2006",2006,"POVI_18","2019-03-02",12,37.8,34
"2007",2007,"POVI_18","2019-03-02",13,38.9,35
"2008",2008,"POVI_18","2019-03-02",14,38.2,34.5
"2009",2009,"POVI_18","2019-03-02",15,38.4,35
"2010",2010,"POVI_18","2019-03-02",16,37.5,34
"2011",2011,"POVI_18","2019-03-02",17,35.6,32.5
"2012",2012,"POVI_18","2019-03-02",18,33.7,31
"2013",2013,"POVI_18","2019-03-02",19,31.9,29.5
"2014",2014,"POVI_18","2019-03-02",20,30.6,28
"2015",2015,"POVI_18","2019-03-02",21,27.9,26
"2016",2016,"POVI_18","2019-03-02",22,27.3,25
"2017",2017,"POVI_18","2019-03-02",23,26.6,24.5
"2018",2018,"POVI_18","2019-03-03",0,26.2,24
"2019",2019,"POVI_18","2019-03-03",1,26.3,24
"2020",2020,"POVI_18","2019-03-03",2,26.7,24
"2021",2021,"POVI_18","2019-03-03",3,26.6,24
"2022",2022,"POVI_18","2019-03-03",4,26.6,24
"2023",2023,"POVI_18","2019-03-03",5,26.1,23.5
"2024",2024,"POVI_18","2019-03-03",6,27.2,24
"2025",2025,"POVI_18","2019-03-03",7,29.4,NA
"2026",2026,"POVI_18","2019-03-03",8,34.3,NA
"2027",2027,"POVI_18","2019-03-03",9,38.7,NA
"2028",2028,"POVI_18","2019-03-03",10,36.7,NA
"2029",2029,"POVI_18","2019-03-03",11,38.3,NA
"2030",2030,"POVI_18","2019-03-03",12,38.2,NA
"2031",2031,"POVI_18","2019-03-03",13,39,NA
"2032",2032,"POVI_18","2019-03-03",14,40.1,NA
"2033",2033,"POVI_18","2019-03-03",15,39.4,NA
"2034",2034,"POVI_18","2019-03-03",16,38.1,NA
"2035",2035,"POVI_18","2019-03-03",17,36.6,NA
"2036",2036,"POVI_18","2019-03-03",18,34.6,NA
"2037",2037,"POVI_18","2019-03-03",19,33.5,NA
"2038",2038,"POVI_18","2019-03-03",20,32.9,NA
"2039",2039,"POVI_18","2019-03-03",21,31.8,NA
"2040",2040,"POVI_18","2019-03-03",22,30.3,NA
"2041",2041,"POVI_18","2019-03-03",23,27.9,NA
"2042",2042,"POVI_18","2019-03-04",0,24.8,NA
"2043",2043,"POVI_18","2019-03-04",1,23.1,NA
"2044",2044,"POVI_18","2019-03-04",2,21.9,NA
"2045",2045,"POVI_18","2019-03-04",3,21.4,NA
"2046",2046,"POVI_18","2019-03-04",4,22.3,NA
"2047",2047,"POVI_18","2019-03-04",5,22.9,NA
"2048",2048,"POVI_18","2019-03-04",6,24.5,NA
"2049",2049,"POVI_18","2019-03-04",7,37.3,NA
"2050",2050,"POVI_18","2019-03-04",8,37.3,NA
"2051",2051,"POVI_18","2019-03-04",9,37,NA
"2052",2052,"POVI_18","2019-03-04",10,37.5,NA
"2053",2053,"POVI_18","2019-03-04",11,37.4,NA
"2054",2054,"POVI_18","2019-03-04",12,38.5,NA
"2055",2055,"POVI_18","2019-03-04",13,39.2,NA
"2056",2056,"POVI_18","2019-03-04",14,38.6,NA
"2057",2057,"POVI_18","2019-03-04",15,39,NA
"2058",2058,"POVI_18","2019-03-04",16,38.4,NA
"2059",2059,"POVI_18","2019-03-04",17,37.1,NA
"2060",2060,"POVI_18","2019-03-04",18,35.2,NA
"2061",2061,"POVI_18","2019-03-04",19,33.4,NA
"2062",2062,"POVI_18","2019-03-04",20,31.9,NA
"2063",2063,"POVI_18","2019-03-04",21,29,NA
"2064",2064,"POVI_18","2019-03-04",22,27.3,NA
"2065",2065,"POVI_18","2019-03-04",23,26.1,NA
"2066",2066,"POVI_18","2019-03-05",0,26.2,NA
"2067",2067,"POVI_18","2019-03-05",1,25,NA
"2068",2068,"POVI_18","2019-03-05",2,23.7,NA
"2069",2069,"POVI_18","2019-03-05",3,22.5,NA
"2070",2070,"POVI_18","2019-03-05",4,21.3,NA
"2071",2071,"POVI_18","2019-03-05",5,20.4,NA
"2072",2072,"POVI_18","2019-03-05",6,22.9,NA
"2073",2073,"POVI_18","2019-03-05",7,29.2,NA
"2074",2074,"POVI_18","2019-03-05",8,38.4,NA
"2075",2075,"POVI_18","2019-03-05",9,37.2,NA
"2076",2076,"POVI_18","2019-03-05",10,39.5,NA
"2077",2077,"POVI_18","2019-03-05",11,39,NA
"2078",2078,"POVI_18","2019-03-05",12,37.8,NA
"2079",2079,"POVI_18","2019-03-05",13,38,NA
"2080",2080,"POVI_18","2019-03-05",14,39.4,NA
"2081",2081,"POVI_18","2019-03-05",15,40.4,NA
"2082",2082,"POVI_18","2019-03-05",16,40.8,NA
"2083",2083,"POVI_18","2019-03-05",17,39.3,NA
"2084",2084,"POVI_29","2019-01-24",10,37.8,36.5
"2085",2085,"POVI_29","2019-01-24",11,40.7,35.5
"2086",2086,"POVI_29","2019-01-24",12,41.1,37.5
"2087",2087,"POVI_29","2019-01-24",13,42.2,37.5
"2088",2088,"POVI_29","2019-01-24",14,43.1,38.5
"2089",2089,"POVI_29","2019-01-24",15,43.9,39
"2090",2090,"POVI_29","2019-01-24",16,43.8,40
"2091",2091,"POVI_29","2019-01-24",17,43.4,39.5
"2092",2092,"POVI_29","2019-01-24",18,42.2,39.5
"2093",2093,"POVI_29","2019-01-24",19,39.1,40
"2094",2094,"POVI_29","2019-01-24",20,36.9,38
"2095",2095,"POVI_29","2019-01-24",21,36.7,36
"2096",2096,"POVI_29","2019-01-24",22,35.9,35.5
"2097",2097,"POVI_29","2019-01-24",23,35.1,34.5
"2098",2098,"POVI_29","2019-01-25",0,34.6,34
"2099",2099,"POVI_29","2019-01-25",1,34.8,33.5
"2100",2100,"POVI_29","2019-01-25",2,33.4,33
"2101",2101,"POVI_29","2019-01-25",3,32.3,32
"2102",2102,"POVI_29","2019-01-25",4,31.9,31
"2103",2103,"POVI_29","2019-01-25",5,32.3,30.5
"2104",2104,"POVI_29","2019-01-25",6,34.4,30.5
"2105",2105,"POVI_29","2019-01-25",7,37.2,32.5
"2106",2106,"POVI_29","2019-01-25",8,37.4,35
"2107",2107,"POVI_29","2019-01-25",9,36.8,35
"2108",2108,"POVI_29","2019-01-25",10,37.8,35
"2109",2109,"POVI_29","2019-01-25",11,38.2,34.5
"2110",2110,"POVI_29","2019-01-25",12,38.3,34.5
"2111",2111,"POVI_29","2019-01-25",13,38.8,34.5
"2112",2112,"POVI_29","2019-01-25",14,38.4,35
"2113",2113,"POVI_29","2019-01-25",15,38.9,35
"2114",2114,"POVI_29","2019-01-25",16,39,35
"2115",2115,"POVI_29","2019-01-25",17,39,35
"2116",2116,"POVI_29","2019-01-25",18,39.9,35
"2117",2117,"POVI_29","2019-01-25",19,39.8,37
"2118",2118,"POVI_29","2019-01-25",20,37.8,38
"2119",2119,"POVI_29","2019-01-25",21,35.6,36
"2120",2120,"POVI_29","2019-01-25",22,36.7,34.5
"2121",2121,"POVI_29","2019-01-25",23,36.7,35
"2122",2122,"POVI_29","2019-01-26",0,36.3,35
"2123",2123,"POVI_29","2019-01-26",1,35.8,34.5
"2124",2124,"POVI_29","2019-01-26",2,35.4,34
"2125",2125,"POVI_29","2019-01-26",3,34.6,33.5
"2126",2126,"POVI_29","2019-01-26",4,34,33
"2127",2127,"POVI_29","2019-01-26",5,33.1,32
"2128",2128,"POVI_29","2019-01-26",6,35.5,31.5
"2129",2129,"POVI_29","2019-01-26",7,38.9,33
"2130",2130,"POVI_29","2019-01-26",8,38,35.5
"2131",2131,"POVI_29","2019-01-26",9,38.7,35
"2132",2132,"POVI_29","2019-01-26",10,39.6,35
"2133",2133,"POVI_29","2019-01-26",11,40.3,35.5
"2134",2134,"POVI_29","2019-01-26",12,40.9,36.5
