Latin_name,Family,SampleID,Leaf,Tair_(˚C),RH_(%),S_(W/m2),u_(m/s),Notes
Hibiscus boryanus,Malvaceae,432,4,33.67,78.43,670,0.1,
Hibiscus boryanus,Malvaceae,433,4,32.87,81.8,530,0.4,
Hibiscus boryanus,Malvaceae,434,4,32.83,76.67,1004,0.4,
Hibiscus boryanus,Malvaceae,435,4,34.53,72.4,985,0.6,
Hibiscus boryanus,Malvaceae,436,5,32.87,81.8,385,0.5,
Hibiscus boryanus,Malvaceae,437,5,33.67,78.43,569,0.1,
Hibiscus boryanus,Malvaceae,438,5,34.53,72.4,1028,0.4,
Hibiscus boryanus,Malvaceae,439,5,32.83,76.67,559,0.5,
Hibiscus boryanus,Malvaceae,440,5,33.13,78.63,171,0.3,
Hibiscus boryanus,Malvaceae,441,5,33.37,83.93,409,0.1,
Hibiscus boryanus,Malvaceae,442,5,34.3,73.5,933,0.6,
Hibiscus boryanus,Malvaceae,443,5,33.33,74.43,623,0.1,
Hibiscus boryanus,Malvaceae,444,6,32.87,81.8,788,0.1,
Hibiscus boryanus,Malvaceae,445,6,33.33,74.43,800,0.1,
Hibiscus boryanus,Malvaceae,446,6,34.53,72.4,962,0.9,
Hibiscus boryanus,Malvaceae,447,6,33.13,78.63,160,0.1,
Hibiscus boryanus,Malvaceae,448,6,33.67,78.43,951,0.1,
Hibiscus boryanus,Malvaceae,449,6,34.3,73.5,915,0.1,
Hibiscus boryanus,Malvaceae,450,6,32.83,76.67,623,0.3,
Hibiscus boryanus,Malvaceae,451,6,33.37,83.93,805,0.1,
Hibiscus boryanus,Malvaceae,452,7,32.83,76.67,117,0.2,
Hibiscus boryanus,Malvaceae,453,7,32.87,81.8,829,0.1,
Hibiscus boryanus,Malvaceae,454,7,33.37,83.93,761,0.1,
Hibiscus boryanus,Malvaceae,455,7,33.13,78.63,1002,0.1,
Hibiscus boryanus,Malvaceae,456,7,33.33,74.43,136,0.1,
Hibiscus boryanus,Malvaceae,457,7,34.53,72.4,989,0.6,
Hibiscus boryanus,Malvaceae,458,7,33.67,78.43,931,0.6,
Hibiscus boryanus,Malvaceae,459,7,34.3,73.5,981,0.7,
Hibiscus boryanus,Malvaceae,460,8,33.33,74.43,420,0.1,
Hibiscus boryanus,Malvaceae,461,8,34.53,72.4,775,0.4,
Hibiscus boryanus,Malvaceae,462,8,33.37,83.93,578,0.1,
Hibiscus boryanus,Malvaceae,463,8,32.83,76.67,256,0.8,
Hibiscus boryanus,Malvaceae,464,8,33.67,78.43,714,0.1,
Hibiscus boryanus,Malvaceae,465,8,32.87,81.8,900,0.1,
Hibiscus boryanus,Malvaceae,466,8,33.13,78.63,763,0.1,
Justicia brandegeeana,Acanthaceae,467,1,34.27,78.53,1015,0.1,
Justicia brandegeeana,Acanthaceae,468,1,33.97,82.5,688,0.1,
Justicia brandegeeana,Acanthaceae,469,1,32.43,79.1,114,0.1,
Justicia brandegeeana,Acanthaceae,470,1,34.37,74.97,1000,0.1,
Justicia brandegeeana,Acanthaceae,471,1,33.07,87.57,910,0.1,
Justicia brandegeeana,Acanthaceae,472,1,30.3,97.03,729,0.1,
Justicia brandegeeana,Acanthaceae,473,1,34.5,83.93,1001,0.1,
Justicia brandegeeana,Acanthaceae,474,1,36.27,62.73,150,0.1,
Justicia brandegeeana,Acanthaceae,475,2,34.37,74.97,1002,0.1,
Justicia brandegeeana,Acanthaceae,476,2,36.27,62.73,670,0.1,
Justicia brandegeeana,Acanthaceae,477,2,34.27,78.53,977,0.1,
Justicia brandegeeana,Acanthaceae,478,2,33.97,82.5,955,0.1,
Justicia brandegeeana,Acanthaceae,479,2,34.5,83.93,1005,0.1,
Justicia brandegeeana,Acanthaceae,480,2,33.07,87.57,948,0.1,
Justicia brandegeeana,Acanthaceae,481,2,32.43,79.1,426,0.1,
Justicia brandegeeana,Acanthaceae,482,3,33.97,82.5,1004,0.1,
Justicia brandegeeana,Acanthaceae,483,3,34.37,74.97,985,0.1,
Justicia brandegeeana,Acanthaceae,484,3,34.27,78.53,801,0.1,
Justicia brandegeeana,Acanthaceae,485,3,36.27,62.73,964,0.1,
Justicia brandegeeana,Acanthaceae,486,3,33.07,87.57,998,0.1,
Justicia brandegeeana,Acanthaceae,487,3,32.43,79.1,402,0.1,
Justicia brandegeeana,Acanthaceae,488,3,34.5,83.93,984,0.1,
Justicia brandegeeana,Acanthaceae,489,4,33.97,82.5,995,0.1,
Justicia brandegeeana,Acanthaceae,490,4,34.37,74.97,1000,0.1,
Justicia brandegeeana,Acanthaceae,491,4,32.43,79.1,450,0.1,
Justicia brandegeeana,Acanthaceae,492,4,34.5,83.93,786,0.1,
Justicia brandegeeana,Acanthaceae,493,4,36.27,62.73,872,0.1,
Justicia brandegeeana,Acanthaceae,494,4,34.27,78.53,848,0.1,
Justicia brandegeeana,Acanthaceae,495,4,33.07,87.57,622,0.1,
Justicia brandegeeana,Acanthaceae,496,5,34.27,78.53,807,0.1,
Justicia brandegeeana,Acanthaceae,497,5,34.37,74.97,942,0.1,
Justicia brandegeeana,Acanthaceae,498,5,33.07,87.57,728,0.1,
Justicia brandegeeana,Acanthaceae,499,5,36.27,62.73,975,0.1,
Justicia brandegeeana,Acanthaceae,500,5,34.5,83.93,721,0.1,
Justicia brandegeeana,Acanthaceae,501,5,32.43,79.1,883,0.1,
Justicia brandegeeana,Acanthaceae,502,5,33.97,82.5,1003,0.1,
Justicia brandegeeana,Acanthaceae,503,6,34.5,83.93,202,0.1,
Justicia brandegeeana,Acanthaceae,504,6,36.27,62.73,985,0.1,
Justicia brandegeeana,Acanthaceae,505,6,33.97,82.5,1010,0.1,
Justicia brandegeeana,Acanthaceae,506,6,33.07,87.57,677,0.1,
Justicia brandegeeana,Acanthaceae,507,6,34.37,74.97,999,0.1,
Justicia brandegeeana,Acanthaceae,508,6,34.27,78.53,983,0.4,
Justicia brandegeeana,Acanthaceae,509,6,32.43,79.1,124,0.1,
Justicia brandegeeana,Acanthaceae,510,7,33.97,82.5,999,0.1,
Justicia brandegeeana,Acanthaceae,511,7,34.5,83.93,157,0.1,
Justicia brandegeeana,Acanthaceae,512,7,34.37,74.97,955,0.1,
Justicia brandegeeana,Acanthaceae,513,7,33.07,87.57,453,0.1,
Justicia brandegeeana,Acanthaceae,514,7,34.27,78.53,892,0.1,
Justicia brandegeeana,Acanthaceae,515,7,36.27,62.73,694,0.1,
Justicia brandegeeana,Acanthaceae,516,7,32.43,79.1,535,0.1,
Phaleria macrocarpa,Thymelaceae,517,1,35.3,80.57,971,0.1,
Phaleria macrocarpa,Thymelaceae,518,1,31.77,88.43,615,0.1,
Phaleria macrocarpa,Thymelaceae,519,1,31.8,90.33,917,1,
Phaleria macrocarpa,Thymelaceae,520,1,31.7,85.23,937,0.1,
Phaleria macrocarpa,Thymelaceae,521,1,31.5,91.27,139,0.1,
Phaleria macrocarpa,Thymelaceae,522,1,31.73,96.43,108,0.1,
Phaleria macrocarpa,Thymelaceae,523,1,31.97,88.97,498,0.1,
Phaleria macrocarpa,Thymelaceae,524,1,31.9,92.2,102,0.1,
Phaleria macrocarpa,Thymelaceae,525,2,31.8,90.33,781,0.1,
Phaleria macrocarpa,Thymelaceae,526,2,35.3,80.57,997,0.4,
Phaleria macrocarpa,Thymelaceae,527,2,31.77,88.43,603,0.1,
Phaleria macrocarpa,Thymelaceae,528,2,31.73,96.43,107,0.1,
Phaleria macrocarpa,Thymelaceae,529,2,31.7,85.23,944,0.1,
Phaleria macrocarpa,Thymelaceae,530,2,31.5,91.27,608,0.1,
Phaleria macrocarpa,Thymelaceae,531,2,31.97,88.97,480,0.1,
Phaleria macrocarpa,Thymelaceae,532,3,31.8,90.33,895,0.1,
Phaleria macrocarpa,Thymelaceae,533,3,31.77,88.43,631,0.1,
Phaleria macrocarpa,Thymelaceae,534,3,31.9,92.2,316,0.1,
Phaleria macrocarpa,Thymelaceae,535,3,31.7,85.23,869,0.3,
Phaleria macrocarpa,Thymelaceae,536,3,35.3,80.57,1006,0.1,
Phaleria macrocarpa,Thymelaceae,537,3,31.73,96.43,106,0.1,
Phaleria macrocarpa,Thymelaceae,538,4,31.8,90.33,754,0.5,
Phaleria macrocarpa,Thymelaceae,539,4,31.9,92.2,129,0.1,
Phaleria macrocarpa,Thymelaceae,540,4,31.77,88.43,468,0.1,
Phaleria macrocarpa,Thymelaceae,541,4,31.5,91.27,545,0.3,
Phaleria macrocarpa,Thymelaceae,542,4,35.3,80.57,734,0.1,
Phaleria macrocarpa,Thymelaceae,543,4,31.7,85.23,769,0.1,
Phaleria macrocarpa,Thymelaceae,544,4,31.73,96.43,112,0.1,
Phaleria macrocarpa,Thymelaceae,545,5,31.8,90.33,824,0.1,
Phaleria macrocarpa,Thymelaceae,546,5,31.27,88.13,107,0.1,
Phaleria macrocarpa,Thymelaceae,547,5,31.9,92.2,179,0.1,
Phaleria macrocarpa,Thymelaceae,548,5,31.5,91.27,611,0.8,
Phaleria macrocarpa,Thymelaceae,549,5,31.77,88.43,606,0.1,
Phaleria macrocarpa,Thymelaceae,550,5,31.7,85.23,915,0.1,
Phaleria macrocarpa,Thymelaceae,551,5,35.3,80.57,980,0.7,
Phaleria macrocarpa,Thymelaceae,552,5,31.73,96.43,587,0.1,
Phaleria macrocarpa,Thymelaceae,553,6,31.77,88.43,608,0.1,
Phaleria macrocarpa,Thymelaceae,554,6,31.5,91.27,736,0.7,
Phaleria macrocarpa,Thymelaceae,555,6,31.8,90.33,949,0.2,
Phaleria macrocarpa,Thymelaceae,556,6,31.7,85.23,970,1,
Phaleria macrocarpa,Thymelaceae,557,6,31.27,88.13,138,0.1,
Phaleria macrocarpa,Thymelaceae,558,6,35.3,80.57,987,0.1,
Phaleria macrocarpa,Thymelaceae,559,6,31.73,96.43,218,0.8,
Phaleria macrocarpa,Thymelaceae,560,7,31.7,85.23,966,1,
Phaleria macrocarpa,Thymelaceae,561,7,35.3,80.57,963,0.1,
Phaleria macrocarpa,Thymelaceae,562,7,31.77,88.43,624,0.1,
Phaleria macrocarpa,Thymelaceae,563,7,31.8,90.33,738,0.2,
Phaleria macrocarpa,Thymelaceae,564,7,31.27,88.13,325,0.1,
Phaleria macrocarpa,Thymelaceae,565,7,31.73,96.43,706,0.2,
Phaleria macrocarpa,Thymelaceae,566,7,31.5,91.27,581,0.1,
